Course ID;Course Name;Credit Hours;Description;Major
ECE 4460;Introduction to Electronic Systems Packaging;3;Introduction to packaging technologies, technology drivers, electrical performance, thermal management, materials, optoelectronics, RF integration, reliability, system issues, assembly, testing;Electrical and Computer Engineering
ECE 4470;Devices for Renewable Energy;3;Students study the engineering compromises, operational physics and environmental impact of a variety of devices from solar cells, batteries, thermoelectric devices and wind generators;Electrical and Computer Engineering
ECE 4500;Optical Engineering;3;Introduction to applications of geometric, physical optics to engineering, including optical measurements, matrix methods, instruments, interference, holography, beam optics, Fourier optics, and diffraction;Electrical and Computer Engineering
ECE 4502;Optical Fiber Communications;4;Combined lecture-laboratory exploration of the technology of fiber optics, with emphasis on optical fiber communication systems. Credit will not be awarded for ECE 4502 and ECE 4501;Electrical and Computer Engineering
ECE 4550;Control System Design;4;Design of control algorithms using state-space methods, microcontroller implementation of control algorithms, and laboratory projects emphasizing motion control applications;Electrical and Computer Engineering
ECE 4560;Introduction to Automation and Robotics;4;"Concurrent engineering principles; robotic manipulator kinematics, dynamics, and control; applications of robots in industry, medicine, and other areas; team projects and hands-on laboratory experience";Electrical and Computer Engineering
ECE 4570;System Theory for Communication and Control;4;Study of the basic concepts in linear system theory and numerical linear algebra with applications to communication, computation, control, and signal processing. A unified treatment;Electrical and Computer Engineering
ECE 4575;Numerical Methods for Optimization and Optimal Control;3;Algorithms for numerical optimization and optimal control, Gradient-descent techniques, linear programming, numerical linear system solvers, second-order methods of optimizing performance of dynamical systems;Electrical and Computer Engineering
ECE 4580;Computational Computer Vision;3;Computational and theoretical aspects of computer vision. Application areas include robotics, autonomous vehicles, tracking, and image-guided surgery. Includes major project;Electrical and Computer Engineering
ECE 4601;Communication Systems;3;To present the fundamentals of modern digital communication systems and evaluate their performance with realistic channel models;Electrical and Computer Engineering
ECE 4605;Topics in Networks;4;Reviews on networking fundamentals. Latest networking technologies in wireless and wireline networks. Machine learning and data science in networks or other emerging topics. Projects included;Electrical and Computer Engineering
ECE 4606;Wireless Communications;3;"Cellular concept, wireless propagation modeling; types of digital modulation used in wireless systems, diversity combining, performance over fading channels, and multiple access techniques";Electrical and Computer Engineering
ECE 4607;Mobile and Wireless Networks;3;Basics of mobile and wireless networking. Architectures and communication protocols for wireless sensor networks, wireless local area networks, ad-hoc networks, cellular systems, WiMAX, and Wireless Mesh Networks;Electrical and Computer Engineering
ECE 4723;Interdisciplinary Capstone Design;3;Seniors will work in teams to apply a systematic design process to real multi-disciplinary problems. Problems selected from a broad spectrum of interest areas, including biomedical, environmental, mechanical, industrial design, electrical and thermal/fluids. Projects must be based on the knowledge and skills acquired in earlier course work, and incorporate appropriate engineering standards and multiple realistic constraints. Emphasis is placed on the design process, the technical aspects of the design, and on reducing the proposed design to practice.  The course consists of faculty and guest lectures, prototyping in design studios, and a multi-disciplinary design project;Electrical and Computer Engineering
